epoch,loss,val_loss
0,0.006473408080637455,0.0014885219279676676
1,0.0015307380817830563,0.0013436229201033711
2,0.0014414069009944797,0.001304066856391728
3,0.0013786933850497007,0.0012370350304991007
4,0.0013579975347965956,0.0012911425437778234
5,0.001324343029409647,0.0011724294163286686
6,0.0013293912634253502,0.0011766552925109863
7,0.0012878237757831812,0.001175292651169002
8,0.0012906116899102926,0.0011893826304003596
9,0.0012860604329034686,0.0011383240344002843
10,0.0012620373163372278,0.0011220899177715182
11,0.001263233250938356,0.0011444957926869392
12,0.0012503961334004998,0.0011760744964703918
13,0.0012598379980772734,0.0011193548562005162
14,0.0012392475036904216,0.001153553486801684
15,0.0012357893865555525,0.0011231714161112905
16,0.001230469555594027,0.0010978616774082184
17,0.0012179323239251971,0.0010987746063619852
18,0.0012161777121946216,0.0011014932533726096
19,0.0012185159139335155,0.0011406411649659276
20,0.0011995870154350996,0.0011735571315512061
21,0.0012001616414636374,0.0010992406168952584
22,0.0012046139454469085,0.0011830703588202596
23,0.001207923167385161,0.0011016736971214414
24,0.0011944858124479651,0.0011284127831459045
25,0.0011814238969236612,0.0010949540883302689
26,0.0011772160651162267,0.0010735760442912579
27,0.0011852229945361614,0.001099657267332077
28,0.0011664568446576595,0.0010906443931162357
29,0.0011786597315222025,0.0011174234095960855
30,0.001176514197140932,0.0010795670095831156
31,0.0011420827358961105,0.001076261280104518
32,0.0011326075764372945,0.0010578520596027374
33,0.0011309211840853095,0.0010705736931413412
34,0.0011292059207335114,0.0010610122699290514
35,0.0011275599244982004,0.0010642603738233447
36,0.0011160781141370535,0.0010629775933921337
37,0.0011215507984161377,0.0010675194207578897
38,0.0011099576950073242,0.0010777164716273546
39,0.001109205186367035,0.001056231907568872
40,0.001127429073676467,0.0010668872855603695
41,0.0010960568906739354,0.0010559542570263147
42,0.0011115240631625056,0.0010634331265464425
43,0.0011040365789085627,0.0010641905246302485
44,0.0011226272908970714,0.0010568350553512573
45,0.0010883848881348968,0.0010574045591056347
46,0.0010906098177656531,0.0010556620545685291
47,0.001119505614042282,0.001071582897566259
48,0.0010905792005360126,0.001059725065715611
49,0.0010891492711380124,0.0010579329682514071
50,0.0011103920405730605,0.0010705291060730815
51,0.0010959819192066789,0.0010526773985475302
52,0.001085649710148573,0.001059219823218882
53,0.0010941537329927087,0.0010568879079073668
54,0.001074219006113708,0.0010604886338114738
55,0.0010973835596814752,0.0010580704547464848
56,0.0010727994376793504,0.00104886619374156
57,0.0010824656346812844,0.0010526146506890655
58,0.001087051467038691,0.0010511367581784725
59,0.0010762778110802174,0.0010576605563983321
60,0.0010762956226244569,0.0010680960258468986
61,0.0010581552051007748,0.0010524519020691514
62,0.001070709666237235,0.00104979844763875
63,0.0010649091564118862,0.0010460801422595978
64,0.0010572756873443723,0.0010434432188048959
65,0.0010624104179441929,0.0010602733818814158
66,0.0010596330976113677,0.0010531583102419972
67,0.001046501100063324,0.0010422307532280684
68,0.0010630267206579447,0.0010466254316270351
69,0.0010567725403234363,0.0010443608043715358
70,0.0010480689816176891,0.001060736016370356
71,0.001064000534825027,0.0010444398503750563
72,0.0010475503513589501,0.0010509302373975515
73,0.0010453350841999054,0.0010558768408372998
74,0.0010476944735273719,0.0010595024796202779
75,0.0010358215076848865,0.0010552556486800313
76,0.0010505852987989783,0.0010548982536420226
77,0.0010416287695989013,0.0010607249569147825
